8297 103689
4829 5092 4
4829 5155 9
4829 5176 1
4829 5245 5
4829 5288 8
4829 5295 10
4829 5326 5
4829 5327 3
4829 5335 7
4829 5341 6
4829 5392 1
4829 5412 9
4829 5423 10
4829 5430 1
4829 5442 7
4829 5449 7
4829 5452 1
4829 5457 4
4829 5465 4
4829 5467 7
4829 5506 9
4829 5543 7
4829 5739 8
4829 5800 2
4829 5802 8
4829 5818 10
4829 5839 6
4829 5933 3
4829 6156 6
4829 6170 8
4829 6388 7
4829 6560 6
4829 6699 8
4829 6720 8
4829 6755 5
4829 6788 8
4829 6856 9
4829 6873 9
4829 6892 9
4829 7012 4
4829 7624 6
4829 7946 3
4830 4831 1
4832 2237 1
4832 2775 7
4832 4037 1
4832 4361 9
4832 4991 1
4832 6503 10
4832 7478 2
4857 2237 2
4833 2237 8
4833 2354 10
4833 4037 4
4833 4124 6
4833 6595 9
4833 6790 9
4834 2237 2
4835 2237 3
4836 2237 3
4837 2237 5
4837 3498 2
4838 2237 9
4838 4600 9
4839 2237 3
4840 1385 3
4840 2237 2
4840 4600 10
4840 5482 2
4858 2237 5
4841 2237 2
4842 2237 6
4842 4999 9
4843 1473 3
4843 2237 7
4843 2354 2
4843 2398 9
4843 2565 2
4843 3084 2
4843 4037 5
4843 4247 2
4843 4335 3
4843 4600 7
4843 4879 3
4843 4977 4
4843 5254 9
4843 5423 5
4843 5449 10
4843 5452 4
4843 5484 7
4843 5511 10
4843 5651 4
4843 5714 10
4843 5828 2
4843 5850 5
4843 6790 7
4843 7478 1
4844 2237 1
4844 4600 2
4859 1310 7
4859 1680 10
4859 2237 9
4859 2381 4
4859 2516 4
4859 2689 7
4859 2775 4
4859 3092 2
4859 3276 7
4859 3447 9
4859 3452 6
4859 3537 10
4859 3607 9
4859 3854 10
4859 3898 3
4859 4124 10
4859 4191 9
4859 4547 2
4859 4551 2
4859 4717 2
4859 4792 4
4859 4828 1
4859 4953 2
4859 4999 4
4859 5026 2
4859 5055 5
4859 5106 2
4859 5130 3
4859 5144 3
4859 5222 10
4860 2237 10
4860 4875 1
4845 2237 5
4846 737 6
4846 2237 10
4846 2381 8
4846 2398 7
4846 2592 5
4846 3456 4
4846 3664 7
4846 3691 6
4846 4189 3
4846 4191 4
4846 4335 4
4846 4400 5
4846 4448 6
4846 4587 5
4846 4600 6
4846 4632 7
4846 4653 4
4846 4824 3
4846 4828 2
4846 4964 4
4846 5092 6
4846 5106 4
4846 5115 10
4846 5141 9
4846 5189 5
4846 5239 8
4846 5341 8
4846 5484 5
4846 5511 7
4846 5513 1
4846 5545 10
4846 5563 4
4846 5568 6
4846 5592 2
4847 2237 3
4848 2237 7
4849 2237 10
4849 4600 9
4850 2237 10
4850 4600 6
4850 4999 5
4861 2237 1
4862 1026 8
4862 2237 9
4862 4276 10
4862 5254 3
4851 2237 6
4851 4600 3
4851 4846 5
4852 2237 9
4852 3498 2
4852 5178 6
4863 2237 4
4853 1305 7
4853 1352 1
4853 2237 6
4853 4588 6
4853 5162 6
4854 2237 2
4854 4600 6
4855 2237 7
4855 3334 1
4856 2237 10
4856 3755 9
4856 5651 7
4866 3073 2
4866 3433 1
4867 4875 1
4868 4875 9
4873 4875 10
4801 4875 5
4871 4875 4
4869 4875 7
4874 2620 8
4874 4875 4
4874 5210 5
4870 1548 3
4870 4875 5
4872 4875 1
4879 1026 8
4879 2565 7
4879 2940 5
4879 3334 6
4879 3459 2
4879 3537 5
4879 3885 4
4879 4219 2
4879 4341 10
4879 4887 9
4879 5289 9
4879 5760 9
4879 5806 10
4879 5835 10
4879 5872 9
4879 6243 1
4879 6665 6
4879 6907 3
4879 7279 7
4879 7362 4
4879 7378 2
4879 7386 7
4879 7397 1
4879 7414 1
4879 7553 5
4879 7557 5
4879 7561 1
4879 7587 7
4881 3334 5
4881 4530 2
4881 4795 9
4881 4977 5
4882 3334 7
4882 4037 5
4882 5817 10
4883 3334 6
4883 5596 10
4883 5714 5
4883 6770 6
4883 6833 4
4884 3334 6
4884 4037 7
4884 7632 2
4884 7882 9
4885 3334 1
4885 3447 9
4885 3455 1
4885 4983 4
4889 4588 10
4889 7809 1
4890 4588 1
4891 1305 7
4891 2696 7
4891 3433 9
4891 4037 8
4891 4335 5
4891 4588 2
4891 4942 1
4893 1305 9
4893 2014 4
4893 2696 8
4893 3433 6
4893 4044 8
4894 1305 6
4894 2364 2
4894 2689 1
4894 2696 7
4894 2764 7
4894 2822 1
4894 2925 2
4894 3015 7
4894 3274 2
4894 3276 1
4894 3796 7
4894 3808 4
4894 3873 3
4894 4041 9
4894 4044 7
4894 4099 3
4894 4191 6
4894 4310 8
4894 4335 3
4894 4448 1
4894 4483 2
4894 4600 1
4894 4653 9
4894 4786 7
4894 4828 8
4894 4846 3
4894 4964 5
4894 4993 2
4894 5083 3
4894 5121 5
4894 5123 10
4894 5189 9
4894 5210 2
4894 5215 2
4894 5323 6
4894 5335 4
4894 5375 6
4894 5415 7
4894 5459 4
4894 5467 5
4894 5469 4
4894 5482 9
4894 5539 8
4894 5543 6
4894 5563 4
4894 5569 2
4894 5570 9
4894 5620 2
4894 5640 6
4894 5713 3
4894 5799 7
4894 5844 3
4894 5872 10
4894 5969 7
4894 5972 2
4894 6027 9
4894 6029 3
4894 6088 1
4894 6130 4
4894 6161 8
4894 6225 5
4894 6226 6
4894 6246 9
4894 6255 9
4894 6261 1
4894 6269 8
4894 6302 2
4894 6321 4
4894 6340 4
4894 6417 5
4894 6424 10
4894 6435 3
4894 6474 8
4894 6529 2
4894 6592 9
4894 6686 3
4894 7362 5
4894 8295 6
4894 8296 6
4898 1769 4
4898 2014 5
4898 3276 1
4898 3854 8
4898 4987 5
4898 4993 3
4898 4999 6
4898 5044 4
4898 5368 9
4898 5392 2
4898 5434 4
4899 15 10
4899 608 10
4899 1648 6
4899 1680 10
4899 1733 10
4899 1799 8
4899 1972 5
4899 2001 6
4899 2014 7
4899 2276 3
4899 2364 9
4899 2369 5
4899 2381 10
4899 2398 5
4899 2440 4
4899 2516 8
4899 2576 7
4899 2592 6
4899 2689 4
4899 2774 7
4899 2822 3
4899 2831 7
4899 2909 9
4899 2940 4
4899 3002 7
4899 3027 1
4899 3084 10
4899 3089 3
4899 3092 6
4899 3103 9
4899 3238 3
4899 3274 1
4899 3284 3
4899 3393 8
4899 3417 5
4899 3456 3
4899 3460 2
4899 3537 8
4899 3586 10
4899 3634 7
4899 3643 3
4899 3664 3
4899 3691 6
4899 3796 3
4899 3813 10
4899 3842 6
4899 3843 6
4899 3897 5
4899 3910 6
4899 4041 9
4899 4098 1
4899 4099 10
4899 4124 8
4899 4219 9
4899 4247 7
4899 4297 6
4899 4310 1
4899 4315 10
4899 4335 9
4899 4361 5
4899 4400 4
4899 4448 3
4899 4482 2
4899 4483 5
4899 4534 7
4899 4547 9
4899 4574 9
4899 4587 2
4899 4600 10
4899 4654 3
4899 4689 10
4899 4717 3
4899 4748 10
4899 4781 2
4899 4824 10
4899 4828 10
4899 4929 6
4899 4980 6
4899 4986 3
4899 4994 8
4899 5055 3
4899 5061 9
4899 5072 2
4899 5073 8
4899 5092 7
4899 5100 2
4899 5103 1
4899 5106 7
4899 5123 8
4899 5130 2
4899 5132 2
4899 5140 10
4899 5144 7
4899 5155 5
4899 5162 5
4899 5178 8
4899 5182 9
4899 5189 4
4899 5199 8
4899 5200 3
4899 5204 5
4899 5222 6
4899 5233 6
4899 5239 8
4899 5245 7
4899 5262 6
4899 5301 2
4899 5323 6
4899 5327 5
4899 5341 2
4899 5392 2
4899 5430 1
4899 5437 4
4899 5445 1
4899 5449 5
4899 5452 3
4899 5459 9
4899 5463 5
4899 5479 6
4899 5484 2
4899 5545 2
4899 5568 7
4899 5626 6
4899 5637 3
4899 5680 7
4899 5693 6
4899 5743 6
4899 5753 3
4899 5775 1
4899 5780 6
4899 5799 1
4899 5812 2
4899 5819 5
4899 5827 4
4899 5844 8
4899 5863 8
4899 5886 2
4899 5897 6
4899 5925 5
4899 5947 6
4899 5963 10
4899 6004 9
4899 6006 2
4899 6029 3
4899 6098 1
4899 6124 1
4899 6246 3
4899 6251 2
4899 6299 9
4899 6327 4
4899 6328 10
4899 6441 1
4899 6458 1
4899 6481 5
4899 6498 7
4899 6554 4
4899 6715 5
4899 6739 5
4899 6832 10
4899 6946 7
4899 7373 9
4899 7381 5
4899 7809 7
4899 7810 1
4899 7860 2
4899 7890 5
4899 8042 5
4899 8044 8
4899 8128 5
4900 2014 5
4901 2014 4
4901 4962 1
4903 15 9
4903 4037 9
4904 15 6
4904 4037 9
4905 4037 8
4923 2160 1
4923 4037 7
4923 6094 6
4906 15 5
4906 4037 7
4908 4037 3
4924 3015 10
4924 4037 6
4924 4536 6
4924 4875 7
4924 5079 6
4924 5262 2
4924 5404 2
4924 5545 6
4924 6251 8
4924 6913 7
4909 1648 1
4909 4037 2
4910 4037 7
4910 4687 3
4911 4037 7
4912 15 7
4912 4037 8
4913 4037 6
4914 15 2
4914 4037 6
4915 4037 9
4915 5200 8
4915 5404 9
4915 6503 4
4915 7414 3
4915 8224 3
4916 4037 3
4917 4037 1
4918 4037 8
4925 4037 6
4925 6714 7
4919 4037 8
4920 4037 3
4920 7992 4
4926 155 6
4926 3962 4
4926 4037 6
4926 5760 6
4926 6634 3
4926 7050 4
4926 8174 6
4921 4037 5
4922 15 8
4922 4037 6
4929 2381 10
4929 2516 2
4929 3456 2
4929 4219 6
4929 4536 6
4929 5083 4
4929 5120 5
4929 5144 9
4929 5417 10
4931 3433 5
4932 1305 7
4932 3433 4
4933 15 1
4933 3433 9
4933 6774 2
4934 2398 3
4934 2433 7
4934 3456 9
4934 4335 9
4934 6784 10
4934 8028 4
4935 4335 5
4936 4335 2
4936 5144 6
4937 1305 9
4937 1310 4
4937 2787 7
4937 3002 8
4937 3537 8
4937 3854 4
4937 3898 4
4937 4124 9
4937 4191 2
4937 4298 3
4937 4792 4
4937 4938 4
4937 4953 5
4937 4993 6
4937 4999 8
4937 5026 1
4937 5055 3
4943 737 4
4943 1024 2
4943 2381 5
4943 2851 2
4943 3537 9
4943 3726 7
4943 3813 9
4943 3962 2
4943 4037 4
4943 4044 1
4943 4124 5
4943 4297 10
4943 4938 4
4943 4962 2
4943 5092 10
4943 5100 7
4943 5432 6
4943 6784 6
4943 6832 6
4943 6913 2
4943 6914 10
4943 6976 10
4943 6980 1
4943 7063 4
4943 7092 4
4943 7301 4
4943 7961 5
4943 8121 3
4943 8128 1
4943 8134 1
4943 8192 4
4945 4044 2
4944 3898 8
4944 4044 5
4944 4986 2
4944 7839 8
4947 2364 3
4947 3276 3
4947 3284 2
4947 3537 6
4947 3643 7
4947 4124 2
4947 5026 9
4947 5055 3
4947 5058 7
4947 5073 3
4948 15 3
4948 608 6
4948 737 10
4948 967 2
4948 1191 6
4948 1310 3
4948 1385 10
4948 1473 4
4948 1498 5
4948 1680 2
4948 1799 9
4948 1982 6
4948 2001 1
4948 2354 5
4948 2364 4
4948 2369 1
4948 2381 7
4948 2398 10
4948 2576 3
4948 2592 5
4948 2605 2
4948 2658 10
4948 2689 8
4948 2764 2
4948 2785 4
4948 2787 1
4948 2822 9
4948 2831 9
4948 2909 1
4948 3002 2
4948 3015 5
4948 3027 6
4948 3089 9
4948 3092 1
4948 3103 2
4948 3106 5
4948 3238 7
4948 3274 4
4948 3276 5
4948 3284 1
4948 3393 9
4948 3417 6
4948 3447 4
4948 3452 4
4948 3455 9
4948 3456 6
4948 3459 5
4948 3460 7
4948 3537 1
4948 3554 4
4948 3607 5
4948 3664 2
4948 3691 3
4948 3752 3
4948 3796 7
4948 3813 7
4948 3843 2
4948 3897 4
4948 3910 8
4948 3976 5
4948 4071 6
4948 4124 4
4948 4191 6
4948 4247 7
4948 4297 10
4948 4315 2
4948 4335 1
4948 4338 3
4948 4400 3
4948 4401 1
4948 4432 3
4948 4435 10
4948 4448 3
4948 4482 4
4948 4547 5
4948 4587 8
4948 4600 3
4948 4653 4
4948 4666 2
4948 4712 6
4948 4792 3
4948 4797 9
4948 4824 10
4948 4828 6
4948 4846 2
4948 4929 5
4948 4940 4
4948 4964 2
4948 4980 9
4948 4981 4
4948 4983 8
4948 5020 7
4948 5026 10
4948 5028 3
4948 5055 5
4948 5072 10
4948 5092 8
4948 5096 2
4948 5100 6
4948 5106 10
4948 5130 5
4948 5144 1
4948 5148 5
4948 5162 4
4948 5189 7
4948 5200 9
4948 5204 6
4948 5210 3
4948 5215 9
4948 5222 9
4948 5226 5
4948 5239 5
4948 5255 9
4948 5263 10
4948 5288 1
4948 5311 9
4948 5321 2
4948 5326 2
4948 5327 6
4948 5335 3
4948 5378 4
4948 5388 5
4948 5392 3
4948 5412 4
4948 5423 4
4948 5426 2
4948 5430 2
4948 5449 4
4948 5454 5
4948 5459 5
4948 5463 7
4948 5465 5
4948 5484 10
4948 5506 10
4948 5509 5
4948 5568 4
4948 5605 4
4948 5620 5
4948 5671 2
4948 5721 10
4948 5732 10
4948 5737 9
4948 5743 4
4948 5773 8
4948 5800 9
4948 5806 4
4948 5812 9
4948 5817 9
4948 5819 9
4948 5839 10
4948 5844 7
4948 5872 7
4948 5925 6
4948 6044 4
4948 6151 9
4948 6320 6
4948 6481 10
4948 6555 7
4948 6618 4
4948 6634 10
4948 6665 4
4948 6737 4
4948 6780 9
4948 6875 1
4948 6907 1
4948 6914 3
4948 6946 9
4948 7005 8
4948 7052 5
4948 7054 4
4948 7092 4
4948 7233 6
4948 7238 2
4948 7279 4
4948 7341 5
4948 7389 8
4948 7391 6
4948 7400 10
4948 7414 7
4948 7443 4
4948 7510 8
4948 7561 6
4948 7632 10
4948 7694 10
4948 7695 9
4948 7726 3
4948 7778 2
4948 7810 1
4948 7833 5
4948 7855 8
4948 7860 6
4948 7862 3
4948 7871 5
4948 7882 5
4948 7890 2
4948 7924 5
4948 7965 2
4948 7979 2
4948 8037 10
4948 8042 1
4948 8044 1
4948 8051 9
4948 8122 4
4948 8124 5
4948 8128 3
4948 8163 3
4948 8168 10
4948 8178 1
4948 8186 1
4948 8192 1
4948 8209 1
4948 8212 2
4948 8219 7
4948 8237 5
4950 2917 10
4951 2917 4
4952 4600 10
4952 4938 7
4952 4953 10
4957 4189 9
4960 1972 5
4960 3291 6
4960 4748 5
4960 4962 10
4960 5799 10
4960 6006 4
4960 6437 7
4960 6505 5
4963 1024 1
4963 1310 5
4963 1769 7
4963 3455 1
4963 3537 8
4963 3691 2
4963 3854 7
4963 3898 6
4963 4547 6
4963 4938 4
4963 4993 7
4963 5092 8
4963 5144 10
4964 737 1
4964 2364 1
4964 2369 4
4964 2398 10
4964 2516 2
4964 3015 6
4964 3089 7
4964 3284 4
4964 3393 5
4964 3447 4
4964 3537 9
4964 3586 7
4964 3631 7
4964 3664 8
4964 3796 10
4964 3854 5
4964 3910 3
4964 4037 4
4964 4124 2
4964 4297 8
4964 4310 9
4964 4448 5
4964 4574 2
4964 4604 1
4964 4653 7
4964 4715 4
4964 5055 7
4964 5073 5
4964 5092 6
4964 5100 4
4964 5106 4
4964 5200 2
4964 5204 2
4964 5222 5
4964 5262 2
4964 5273 6
4964 5321 1
4964 5404 7
4964 5412 4
4964 5459 7
4964 5524 4
4964 5760 7
4964 5819 3
4964 5844 2
4964 5886 1
4964 5969 1
4964 6010 3
4964 6059 8
4964 6407 3
4964 6414 7
4964 6682 3
4964 6755 2
4964 6770 7
4964 7023 9
4964 7101 6
4964 7149 5
4964 7204 2
4964 7214 2
4964 7243 8
4964 7908 4
4965 3854 1
4966 1385 10
4966 1680 4
4966 1865 2
4966 2398 1
4966 2576 7
4966 2689 5
4966 2764 2
4966 3854 5
4966 4297 2
4966 4536 5
4966 4797 1
4966 5002 10
4966 5072 8
4966 5083 9
4966 5106 6
4966 5144 4
4966 5162 5
4966 5335 9
4966 5459 9
4966 5592 3
4966 5683 4
4966 6472 4
4966 7047 8
4966 7624 9
4966 7699 10
4967 15 5
4967 608 9
4967 737 3
4967 840 6
4967 896 2
4967 1074 9
4967 1159 3
4967 1247 7
4967 1352 9
4967 1403 5
4967 1473 7
4967 1549 7
4967 1648 9
4967 1733 2
4967 1799 9
4967 1972 4
4967 2001 6
4967 2160 5
4967 2258 10
4967 2273 10
4967 2276 9
4967 2364 7
4967 2381 1
4967 2398 6
4967 2433 5
4967 2440 5
4967 2490 6
4967 2507 8
4967 2511 4
4967 2516 4
4967 2565 10
4967 2576 9
4967 2592 1
4967 2605 3
4967 2620 10
4967 2689 7
4967 2764 1
4967 2765 10
4967 2774 8
4967 2775 6
4967 2785 3
4967 2822 3
4967 2831 6
4967 2909 2
4967 2925 8
4967 3002 3
4967 3015 10
4967 3027 2
4967 3089 8
4967 3092 5
4967 3103 7
4967 3191 8
4967 3238 10
4967 3274 8
4967 3291 4
4967 3376 10
4967 3393 9
4967 3417 4
4967 3456 3
4967 3459 2
4967 3460 3
4967 3479 7
4967 3498 8
4967 3537 3
4967 3586 6
4967 3614 6
4967 3631 3
4967 3634 6
4967 3643 4
4967 3664 3
4967 3691 8
4967 3755 1
4967 3792 3
4967 3796 7
4967 3803 4
4967 3813 6
4967 3830 3
4967 3842 2
4967 3843 5
4967 3854 10
4967 3873 3
4967 3897 3
4967 3910 1
4967 3919 4
4967 3958 5
4967 4009 10
4967 4037 8
4967 4041 3
4967 4065 4
4967 4099 8
4967 4124 6
4967 4127 4
4967 4134 3
4967 4175 10
4967 4247 10
4967 4297 8
4967 4310 7
4967 4315 4
4967 4335 9
4967 4338 5
4967 4355 8
4967 4400 9
4967 4448 5
4967 4482 10
4967 4483 2
4967 4488 1
4967 4500 3
4967 4527 4
4967 4530 8
4967 4534 2
4967 4536 6
4967 4547 7
4967 4574 9
4967 4587 9
4967 4600 8
4967 4604 8
4967 4625 4
4967 4653 4
4967 4666 9
4967 4687 6
4967 4689 5
4967 4709 3
4967 4712 4
4967 4713 4
4967 4715 1
4967 4717 7
4967 4748 3
4967 4764 5
4967 4781 9
4967 4791 7
4967 4795 5
4967 4798 4
4967 4824 9
4967 4828 10
4967 4846 1
4967 4899 10
4967 4929 3
4967 4944 6
4967 4964 5
4967 4980 1
4967 4986 4
4967 4994 10
4967 4999 3
4967 5002 4
4967 5020 9
4967 5026 7
4967 5037 4
4967 5055 10
4967 5058 9
4967 5061 3
4967 5072 3
4967 5073 1
4967 5083 3
4967 5092 6
4967 5100 6
4967 5103 8
4967 5106 6
4967 5121 3
4967 5123 5
4967 5130 10
4967 5140 6
4967 5141 9
4967 5144 1
4967 5155 2
4967 5176 9
4967 5178 3
4967 5179 5
4967 5182 3
4967 5188 2
4967 5189 9
4967 5200 7
4967 5204 9
4967 5210 5
4967 5222 9
4967 5226 10
4967 5239 3
4967 5254 7
4967 5262 3
4967 5273 4
4967 5301 2
4967 5335 3
4967 5387 2
4967 5392 5
4967 5393 6
4967 5404 7
4967 5412 2
4967 5423 9
4967 5430 8
4967 5432 10
4967 5437 7
4967 5439 3
4967 5445 2
4967 5459 6
4967 5463 6
4967 5465 7
4967 5467 3
4967 5479 5
4967 5506 8
4967 5509 4
4967 5513 6
4967 5514 3
4967 5524 2
4967 5527 2
4967 5543 9
4967 5545 2
4967 5563 3
4967 5568 9
4967 5584 1
4967 5596 8
4967 5620 3
4967 5623 10
4967 5624 2
4967 5637 7
4967 5650 6
4967 5651 4
4967 5663 6
4967 5680 2
4967 5684 4
4967 5693 10
4967 5697 3
4967 5705 9
4967 5714 2
4967 5721 2
4967 5732 10
4967 5737 1
4967 5739 3
4967 5743 10
4967 5753 10
4967 5775 9
4967 5776 1
4967 5780 5
4967 5790 10
4967 5792 2
4967 5798 9
4967 5799 9
4967 5802 1
4967 5804 8
4967 5807 9
4967 5814 1
4967 5818 5
4967 5822 7
4967 5827 10
4967 5828 10
4967 5829 7
4967 5837 2
4967 5844 8
4967 5848 10
4967 5863 8
4967 5871 7
4967 5880 1
4967 5886 1
4967 5891 10
4967 5922 6
4967 5925 8
4967 5926 4
4967 5928 9
4967 5932 3
4967 5936 9
4967 5947 5
4967 5955 6
4967 5969 6
4967 5972 6
4967 5991 6
4967 5994 7
4967 5998 4
4967 6001 2
4967 6006 10
4967 6029 1
4967 6047 4
4967 6078 1
4967 6083 2
4967 6096 8
4967 6097 9
4967 6098 6
4967 6106 3
4967 6110 9
4967 6124 7
4967 6148 2
4967 6156 8
4967 6166 9
4967 6170 4
4967 6218 7
4967 6221 9
4967 6225 6
4967 6226 1
4967 6227 3
4967 6229 6
4967 6235 9
4967 6246 2
4967 6251 1
4967 6257 9
4967 6272 6
4967 6296 8
4967 6327 1
4967 6328 3
4967 6330 8
4967 6337 7
4967 6407 2
4967 6409 8
4967 6432 1
4967 6437 5
4967 6441 10
4967 6458 2
4967 6481 5
4967 6496 7
4967 6501 2
4967 6505 9
4967 6523 7
4967 6528 8
4967 6552 7
4967 6554 8
4967 6560 4
4967 6570 3
4967 6589 8
4967 6594 1
4967 6595 7
4967 6599 3
4967 6600 4
4967 6606 2
4967 6624 10
4967 6632 2
4967 6634 7
4967 6661 3
4967 6668 10
4967 6682 5
4967 6699 4
4967 6715 6
4967 6720 7
4967 6721 8
4967 6725 5
4967 6770 1
4967 6774 3
4967 6777 1
4967 6783 10
4967 6784 9
4967 6790 6
4967 6806 3
4967 6860 10
4967 6869 5
4967 6873 10
4967 6897 6
4967 6901 3
4967 6920 3
4967 6930 4
4967 6945 10
4967 6946 3
4967 6950 9
4967 6955 7
4967 6976 5
4967 7021 1
4967 7101 8
4967 7115 6
4967 7119 7
4967 7143 4
4967 7144 7
4967 7168 8
4967 7214 4
4967 7561 7
4967 7927 4
4967 8295 4
4967 8296 10
4938 737 9
4938 2822 4
4938 3417 8
4938 4600 7
4938 5162 10
4938 5222 5
4938 5323 2
4938 5341 1
4938 5412 6
4938 5452 3
4938 5506 9
4938 5511 5
4969 1769 7
4970 15 7
4970 1769 5
4970 2822 5
4970 4482 8
4970 4875 1
4970 6098 7
4970 6229 5
4970 6437 6
4971 1769 9
4972 1769 1
4972 4298 1
4973 1769 5
4973 3002 10
4973 3452 3
4973 3537 10
4973 3843 7
4973 3898 4
4973 4124 9
4973 4654 7
4974 737 9
4974 1769 1
4974 2576 3
4974 2689 5
4974 3002 9
4974 3027 6
4974 3089 10
4974 3284 6
4974 3447 3
4974 3537 1
4974 3586 1
4974 3796 2
4974 3843 9
4974 3897 5
4974 4310 7
4974 4315 3
4974 4574 8
4974 4587 10
4974 4653 6
4974 4828 2
4974 4929 5
4974 5055 2
4974 5123 6
4974 5130 8
4974 5144 4
4974 5204 2
4974 5215 8
4974 5239 4
4974 5351 2
4974 5463 5
4974 5524 8
4974 5638 6
4974 5743 10
4974 5775 2
4974 5844 7
4974 5872 2
4974 5886 1
4974 6665 2
4974 6832 10
4974 6913 6
4974 7414 10
4974 7624 7
4974 7642 8
4974 7803 10
4975 1024 5
4975 3455 2
4976 1024 3
4976 2354 8
4976 2364 7
4976 3089 2
4976 3843 6
4976 3898 4
4976 3976 1
4976 4041 4
4976 4099 7
4976 4191 7
4976 4310 4
4976 4482 7
4976 4574 9
4976 4587 8
4976 4824 8
4976 4828 8
4976 4999 1
4976 5100 2
4976 5215 4
4976 5680 9
4976 5886 9
4976 6041 7
4976 6505 1
2346 1024 6
2346 2764 1
2346 6661 8
2346 7965 3
4978 1310 6
4979 1310 8
4980 1310 9
4980 2398 5
4980 2516 2
4980 2774 9
4980 3274 8
4980 4099 5
4980 4335 3
4980 4777 5
4980 5020 6
4980 5178 8
4980 5285 5
4980 5543 3
4980 5637 3
4980 5639 6
4980 5651 2
4980 8295 7
4981 1310 4
4981 1385 5
4981 1982 3
4981 2001 5
4981 2398 5
4981 2440 4
4981 2658 9
4981 2689 3
4981 2787 6
4981 2909 4
4981 3084 9
4981 3586 4
4981 3752 1
4981 3962 4
4981 4037 4
4981 4191 6
4981 4335 10
4981 4587 4
4981 4604 9
4981 4712 1
4981 4983 6
4981 5002 4
4981 5037 4
4981 5073 4
4981 5079 3
4981 5188 5
4981 5430 9
4981 5584 4
4981 5605 7
4981 5671 7
4981 5714 4
4981 5807 5
4981 5947 1
4981 6151 4
4981 6555 3
4981 6560 2
4981 6725 9
4981 6774 8
4981 6790 7
4981 6979 2
4981 7021 8
4981 7063 6
4981 7092 10
4981 7341 2
4981 7510 6
4981 7553 2
4981 7587 8
4981 7833 6
4981 7862 4
4981 7879 10
4981 7882 6
4981 7908 10
4981 7961 3
4982 72 6
4982 608 8
4982 1310 4
4982 1385 1
4982 2398 3
4982 2516 2
4982 2775 8
4982 3092 3
4982 3106 8
4982 3393 7
4982 3455 6
4982 3537 2
4982 3755 3
4982 3796 9
4982 3813 3
4982 3897 1
4982 4099 9
4982 4247 5
4982 4335 6
4982 4536 3
4982 4653 6
4982 4654 4
4982 4712 4
4982 4828 10
4982 4846 3
4982 4964 3
4982 4983 9
4982 5058 4
4982 5083 4
4982 5092 7
4982 5100 4
4982 5115 1
4982 5144 1
4982 5222 6
4982 5254 9
4982 5288 8
4982 5321 4
4982 5327 5
4982 5454 9
4982 5459 5
4982 5511 1
4982 5539 8
4982 5817 4
4977 1310 10
4977 2369 9
4977 3607 1
4983 1310 8
4983 4981 3
4983 7860 6
4983 7862 10
4985 3898 10
4986 3898 2
4988 15 10
4988 72 9
4988 608 10
4988 737 3
4988 2276 9
4988 2490 7
4988 2516 5
4988 2592 4
4988 4247 4
4988 4310 3
4988 4551 8
4988 5026 2
4988 5092 9
4988 5106 7
4988 5178 6
4988 5404 8
4988 5459 1
4988 5790 5
4988 5994 9
4988 6246 8
4988 6424 9
4988 6918 10
4988 7632 2
4989 1982 7
4989 3447 4
4989 3458 6
4989 4298 1
4989 5697 2
4989 6262 7
4989 6946 1
4993 2386 1
4993 4124 1
4993 4297 1
4993 5144 3
4992 3002 3
4992 4632 6
4992 4993 9
4992 7279 2
4994 2589 6
4994 3015 8
4994 3634 8
4994 4191 2
4994 5199 8
4994 5524 5
4994 5760 10
4994 5800 7
4994 5897 6
4994 6043 3
4994 6299 8
4994 6832 7
4994 6869 5
4994 7381 10
4994 7414 7
4994 7649 2
4994 7803 5
4994 7809 3
4994 7813 6
4995 4191 2
4996 4191 1
4864 4587 7
4864 4632 3
4864 4999 4
4864 5902 10
5000 4792 6
5001 4792 5
5002 72 7
5002 737 4
5002 840 3
5002 1403 10
5002 1549 4
5002 1680 8
5002 2276 8
5002 2398 7
5002 2511 9
5002 2565 9
5002 2851 1
5002 2940 10
5002 3456 6
5002 3459 5
5002 3631 10
5002 3634 1
5002 3643 9
5002 3796 8
5002 3803 9
5002 3842 2
5002 3897 8
5002 4037 8
5002 4041 6
5002 4310 10
5002 4315 7
5002 4400 7
5002 4448 4
5002 4483 10
5002 4536 2
5002 4604 2
5002 4632 2
5002 4653 5
5002 4709 3
5002 4713 1
5002 4792 6
5002 4964 10
5002 4966 2
5002 4981 6
5002 4992 6
5002 5037 2
5002 5061 2
5002 5144 1
5002 5148 7
5002 5182 6
5002 5188 4
5002 5189 5
5002 5199 5
5002 5204 7
5002 5210 4
5002 5233 2
5002 5239 8
5002 5254 3
5002 5263 1
5002 5273 10
5002 5393 8
5002 5404 5
5002 5432 2
5002 5459 4
5002 5484 5
5002 5584 6
5002 5721 7
5002 5737 1
5002 5773 1
5002 5800 8
5002 5802 8
5002 5806 1
5002 5814 7
5002 5822 1
5002 5827 7
5002 5844 7
5002 5872 2
5002 5925 1
5002 6047 7
5002 6123 3
5002 6124 4
5002 6198 3
5002 6221 2
5002 6296 1
5002 6327 6
5002 6481 6
5002 6501 4
5002 6552 10
5002 6555 9
5002 6594 8
5002 6600 1
5002 6618 6
5002 6628 6
5002 6665 8
5002 6715 9
5002 6720 3
5002 6774 3
5002 6784 1
5002 6832 9
5002 6914 10
